[DIVADM].[COD_SUBCIR].[COD_SUBCIR].[MEMBER_UNIQUE_NAME],[DIVADM].[COD_SUBCIR].[COD_SUBCIR].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[COD_SUBCIR].&[17D05C02S03],17D05C02S03,22448
[DIVADM].[COD_SUBCIR].&[17D05C02S04],17D05C02S04,21661
[DIVADM].[COD_SUBCIR].&[17D05C02S05],17D05C02S05,22262
[DIVADM].[COD_SUBCIR].&[17D05C02S06],17D05C02S06,11466
[DIVADM].[COD_SUBCIR].&[17D05C02S07],17D05C02S07,17537
[DIVADM].[COD_SUBCIR].&[17D05C03S01],17D05C03S01,29278
[DIVADM].[COD_SUBCIR].&[17D05C03S02],17D05C03S02,40286
[DIVADM].[COD_SUBCIR].&[17D05C04S01],17D05C04S01,22296
[DIVADM].[COD_SUBCIR].&[17D05C04S02],17D05C04S02,39419
[DIVADM].[COD_SUBCIR].&[17D05C04S03],17D05C04S03,22801
[DIVADM].[COD_SUBCIR].&[17D05C05S01],17D05C05S01,12591
[DIVADM].[COD_SUBCIR].&[17D05C05S02],17D05C05S02,18545
[DIVADM].[COD_SUBCIR].&[17D05C05S03],17D05C05S03,5949
[DIVADM].[COD_SUBCIR].&[17D05C05S04],17D05C05S04,22790
[DIVADM].[COD_SUBCIR].&[17D05C06S01],17D05C06S01,10217
[DIVADM].[COD_SUBCIR].&[17D05C06S02],17D05C06S02,23792
[DIVADM].[COD_SUBCIR].&[17D05C06S03],17D05C06S03,19754
[DIVADM].[COD_SUBCIR].&[17D05C06S04],17D05C06S04,20585
[DIVADM].[COD_SUBCIR].&[17D05C06S05],17D05C06S05,12071
[DIVADM].[COD_SUBCIR].&[17D05C07S01],17D05C07S01,29797
[DIVADM].[COD_SUBCIR].&[17D05C07S02],17D05C07S02,34055
[DIVADM].[COD_SUBCIR].&[17D05C08S01],17D05C08S01,15217
[DIVADM].[COD_SUBCIR].&[17D05C08S02],17D05C08S02,16944
[DIVADM].[COD_SUBCIR].&[17D05C08S03],17D05C08S03,25100
[DIVADM].[COD_SUBCIR].&[17D05C08S04],17D05C08S04,9710
[DIVADM].[COD_SUBCIR].&[17D05C08S05],17D05C08S05,14779
[DIVADM].[COD_SUBCIR].&[17D05C09S01],17D05C09S01,14234
[DIVADM].[COD_SUBCIR].&[17D05C09S02],17D05C09S02,7354
[DIVADM].[COD_SUBCIR].&[17D05C10S01],17D05C10S01,24113
[DIVADM].[COD_SUBCIR].&[17D05C10S02],17D05C10S02,51024
[DIVADM].[COD_SUBCIR].&[17D05C10S03],17D05C10S03,60611
[DIVADM].[COD_SUBCIR].&[17D05C10S04],17D05C10S04,36655
[DIVADM].[COD_SUBCIR].&[17D05C10S05],17D05C10S05,47197
[DIVADM].[COD_SUBCIR].&[17D05C10S06],17D05C10S06,15173
[DIVADM].[COD_SUBCIR].&[17D05C11S01],17D05C11S01,12813
[DIVADM].[COD_SUBCIR].&[17D05C11S02],17D05C11S02,9983
[DIVADM].[COD_SUBCIR].&[17D05C11S03],17D05C11S03,18099
[DIVADM].[COD_SUBCIR].&[17D05C11S04],17D05C11S04,20189
[DIVADM].[COD_SUBCIR].&[17D05C11S05],17D05C11S05,10333
[DIVADM].[COD_SUBCIR].&[17D05C12S01],17D05C12S01,41318
[DIVADM].[COD_SUBCIR].&[17D05C12S02],17D05C12S02,38577
[DIVADM].[COD_SUBCIR].&[17D05C12S03],17D05C12S03,7471
[DIVADM].[COD_SUBCIR].&[17D05C12S04],17D05C12S04,7030
[DIVADM].[COD_SUBCIR].&[17D05C13S01],17D05C13S01,6677
[DIVADM].[COD_SUBCIR].&[17D06C01S01],17D06C01S01,9394
[DIVADM].[COD_SUBCIR].&[17D06C01S02],17D06C01S02,28191
[DIVADM].[COD_SUBCIR].&[17D06C01S03],17D06C01S03,24609
[DIVADM].[COD_SUBCIR].&[17D06C01S04],17D06C01S04,8948
[DIVADM].[COD_SUBCIR].&[17D06C01S05],17D06C01S05,3291
[DIVADM].[COD_SUBCIR].&[17D06C01S06],17D06C01S06,15660
[DIVADM].[COD_SUBCIR].&[17D06C02S01],17D06C02S01,13323
[DIVADM].[COD_SUBCIR].&[17D06C02S02],17D06C02S02,24977
[DIVADM].[COD_SUBCIR].&[17D06C02S03],17D06C02S03,19124
[DIVADM].[COD_SUBCIR].&[17D06C03S01],17D06C03S01,11919
[DIVADM].[COD_SUBCIR].&[17D06C03S02],17D06C03S02,37294
[DIVADM].[COD_SUBCIR].&[17D06C03S03],17D06C03S03,24035
[DIVADM].[COD_SUBCIR].&[17D06C04S01],17D06C04S01,21815
[DIVADM].[COD_SUBCIR].&[17D06C04S02],17D06C04S02,15286
[DIVADM].[COD_SUBCIR].&[17D06C04S03],17D06C04S03,14942
[DIVADM].[COD_SUBCIR].&[17D06C04S04],17D06C04S04,49708
[DIVADM].[COD_SUBCIR].&[17D06C05S01],17D06C05S01,8653
[DIVADM].[COD_SUBCIR].&[17D06C05S02],17D06C05S02,14113
[DIVADM].[COD_SUBCIR].&[17D06C05S03],17D06C05S03,17900
[DIVADM].[COD_SUBCIR].&[17D06C05S04],17D06C05S04,11827
[DIVADM].[COD_SUBCIR].&[17D06C05S05],17D06C05S05,13047
[DIVADM].[COD_SUBCIR].&[17D06C05S06],17D06C05S06,14517
[DIVADM].[COD_SUBCIR].&[17D06C05S07],17D06C05S07,6487
[DIVADM].[COD_SUBCIR].&[17D06C05S08],17D06C05S08,6872
[DIVADM].[COD_SUBCIR].&[17D06C06S01],17D06C06S01,18905
[DIVADM].[COD_SUBCIR].&[17D06C06S02],17D06C06S02,20357
[DIVADM].[COD_SUBCIR].&[17D06C06S03],17D06C06S03,29129
[DIVADM].[COD_SUBCIR].&[17D06C06S04],17D06C06S04,31897
[DIVADM].[COD_SUBCIR].&[17D06C07S01],17D06C07S01,26457
[DIVADM].[COD_SUBCIR].&[17D06C07S02],17D06C07S02,23680
[DIVADM].[COD_SUBCIR].&[17D06C07S03],17D06C07S03,25540
[DIVADM].[COD_SUBCIR].&[17D06C08S01],17D06C08S01,32343
[DIVADM].[COD_SUBCIR].&[17D06C08S02],17D06C08S02,16106
[DIVADM].[COD_SUBCIR].&[17D06C08S03],17D06C08S03,16612
[DIVADM].[COD_SUBCIR].&[17D06C08S04],17D06C08S04,12830
[DIVADM].[COD_SUBCIR].&[17D06C08S05],17D06C08S05,14715
[DIVADM].[COD_SUBCIR].&[17D06C09S01],17D06C09S01,6010
[DIVADM].[COD_SUBCIR].&[17D06C10S01],17D06C10S01,40983
[DIVADM].[COD_SUBCIR].&[17D06C10S02],17D06C10S02,24391
[DIVADM].[COD_SUBCIR].&[17D06C10S03],17D06C10S03,32951
[DIVADM].[COD_SUBCIR].&[17D06C10S04],17D06C10S04,29683
[DIVADM].[COD_SUBCIR].&[17D06C11S01],17D06C11S01,27783
[DIVADM].[COD_SUBCIR].&[17D06C11S02],17D06C11S02,6882
[DIVADM].[COD_SUBCIR].&[17D06C11S03],17D06C11S03,27423
[DIVADM].[COD_SUBCIR].&[17D06C11S04],17D06C11S04,6806
[DIVADM].[COD_SUBCIR].&[17D06C11S05],17D06C11S05,12814
[DIVADM].[COD_SUBCIR].&[17D06C11S06],17D06C11S06,14108
[DIVADM].[COD_SUBCIR].&[17D07C01S01],17D07C01S01,33991
[DIVADM].[COD_SUBCIR].&[17D07C01S02],17D07C01S02,12518
[DIVADM].[COD_SUBCIR].&[17D07C01S03],17D07C01S03,20976
[DIVADM].[COD_SUBCIR].&[17D07C01S04],17D07C01S04,6355
[DIVADM].[COD_SUBCIR].&[17D07C01S05],17D07C01S05,15726
[DIVADM].[COD_SUBCIR].&[17D07C01S06],17D07C01S06,7939
[DIVADM].[COD_SUBCIR].&[17D07C02S01],17D07C02S01,47527
[DIVADM].[COD_SUBCIR].&[17D07C02S02],17D07C02S02,27824
[DIVADM].[COD_SUBCIR].&[17D07C02S03],17D07C02S03,29932
[DIVADM].[COD_SUBCIR].&[17D07C02S04],17D07C02S04,20310
[DIVADM].[COD_SUBCIR].&[17D07C02S05],17D07C02S05,4576
[DIVADM].[COD_SUBCIR].&[17D07C03S01],17D07C03S01,26832
[DIVADM].[COD_SUBCIR].&[17D07C03S02],17D07C03S02,58828
[DIVADM].[COD_SUBCIR].&[17D07C03S03],17D07C03S03,34904
[DIVADM].[COD_SUBCIR].&[17D07C04S01],17D07C04S01,18645
[DIVADM].[COD_SUBCIR].&[17D07C04S02],17D07C04S02,7135
[DIVADM].[COD_SUBCIR].&[17D07C04S03],17D07C04S03,17232
[DIVADM].[COD_SUBCIR].&[17D07C04S04],17D07C04S04,16666
[DIVADM].[COD_SUBCIR].&[17D07C05S01],17D07C05S01,12104
[DIVADM].[COD_SUBCIR].&[17D07C05S02],17D07C05S02,23537
[DIVADM].[COD_SUBCIR].&[17D07C05S03],17D07C05S03,40997
[DIVADM].[COD_SUBCIR].&[17D07C05S04],17D07C05S04,19643
[DIVADM].[COD_SUBCIR].&[17D07C05S05],17D07C05S05,3132
[DIVADM].[COD_SUBCIR].&[17D07C05S06],17D07C05S06,10163
[DIVADM].[COD_SUBCIR].&[17D07C06S01],17D07C06S01,42043
[DIVADM].[COD_SUBCIR].&[17D07C06S02],17D07C06S02,29170
[DIVADM].[COD_SUBCIR].&[17D07C06S03],17D07C06S03,22714
[DIVADM].[COD_SUBCIR].&[17D07C06S04],17D07C06S04,12627
[DIVADM].[COD_SUBCIR].&[17D08C01S01],17D08C01S01,8280
[DIVADM].[COD_SUBCIR].&[17D08C01S02],17D08C01S02,33703
[DIVADM].[COD_SUBCIR].&[17D08C01S03],17D08C01S03,11340
[DIVADM].[COD_SUBCIR].&[17D08C01S04],17D08C01S04,6664
[DIVADM].[COD_SUBCIR].&[17D08C01S05],17D08C01S05,7471
[DIVADM].[COD_SUBCIR].&[17D08C02S01],17D08C02S01,75183
[DIVADM].[COD_SUBCIR].&[17D08C02S02],17D08C02S02,14292
[DIVADM].[COD_SUBCIR].&[17D08C03S01],17D08C03S01,4603
[DIVADM].[COD_SUBCIR].&[17D08C04S01],17D08C04S01,2003
[DIVADM].[COD_SUBCIR].&[17D08C04S02],17D08C04S02,15123
[DIVADM].[COD_SUBCIR].&[17D08C05S01],17D08C05S01,12330
[DIVADM].[COD_SUBCIR].&[17D08C06S01],17D08C06S01,26360
[DIVADM].[COD_SUBCIR].&[17D08C07S01],17D08C07S01,6954
[DIVADM].[COD_SUBCIR].&[17D08C08S01],17D08C08S01,16592
[DIVADM].[COD_SUBCIR].&[17D08C08S02],17D08C08S02,27296
[DIVADM].[COD_SUBCIR].&[17D08C09S01],17D08C09S01,6877
[DIVADM].[COD_SUBCIR].&[17D08C10S01],17D08C10S01,8043
[DIVADM].[COD_SUBCIR].&[17D09C01S01],17D09C01S01,57487
[DIVADM].[COD_SUBCIR].&[17D09C01S02],17D09C01S02,11467
[DIVADM].[COD_SUBCIR].&[17D09C02S01],17D09C02S01,15808
[DIVADM].[COD_SUBCIR].&[17D09C02S02],17D09C02S02,20591
[DIVADM].[COD_SUBCIR].&[17D09C03S01],17D09C03S01,49894
[DIVADM].[COD_SUBCIR].&[17D09C04S01],17D09C04S01,5899
[DIVADM].[COD_SUBCIR].&[17D09C04S02],17D09C04S02,5161
[DIVADM].[COD_SUBCIR].&[17D09C04S03],17D09C04S03,8317
[DIVADM].[COD_SUBCIR].&[17D09C05S01],17D09C05S01,878
[DIVADM].[COD_SUBCIR].&[17D09C05S02],17D09C05S02,33854
[DIVADM].[COD_SUBCIR].&[17D09C06S01],17D09C06S01,728
[DIVADM].[COD_SUBCIR].&[17D09C07S01],17D09C07S01,25091
[DIVADM].[COD_SUBCIR].&[17D09C07S02],17D09C07S02,12913
[DIVADM].[COD_SUBCIR].&[17D09C08S01],17D09C08S01,1009
[DIVADM].[COD_SUBCIR].&[17D09C08S02],17D09C08S02,25660
[DIVADM].[COD_SUBCIR].&[17D09C09S01],17D09C09S01,24450
[DIVADM].[COD_SUBCIR].&[17D09C10S01],17D09C10S01,6504
[DIVADM].[COD_SUBCIR].&[17D09C11S01],17D09C11S01,13723
[DIVADM].[COD_SUBCIR].&[17D10C01S01],17D10C01S01,2154
[DIVADM].[COD_SUBCIR].&[17D10C02S01],17D10C02S01,20266
[DIVADM].[COD_SUBCIR].&[17D10C02S02],17D10C02S02,7023
[DIVADM].[COD_SUBCIR].&[17D10C02S03],17D10C02S03,4141
[DIVADM].[COD_SUBCIR].&[17D10C03S01],17D10C03S01,7926
[DIVADM].[COD_SUBCIR].&[17D10C03S02],17D10C03S02,28006
[DIVADM].[COD_SUBCIR].&[17D10C04S01],17D10C04S01,4973
[DIVADM].[COD_SUBCIR].&[17D10C05S01],17D10C05S01,5327
[DIVADM].[COD_SUBCIR].&[17D10C05S02],17D10C05S02,6001
[DIVADM].[COD_SUBCIR].&[17D10C06S01],17D10C06S01,1680
[DIVADM].[COD_SUBCIR].&[17D10C07S01],17D10C07S01,21188
[DIVADM].[COD_SUBCIR].&[17D10C07S02],17D10C07S02,5351
[DIVADM].[COD_SUBCIR].&[17D10C08S01],17D10C08S01,4485
[DIVADM].[COD_SUBCIR].&[17D10C08S02],17D10C08S02,4831
[DIVADM].[COD_SUBCIR].&[17D11C01S01],17D11C01S01,57596
[DIVADM].[COD_SUBCIR].&[17D11C02S01],17D11C02S01,14418
[DIVADM].[COD_SUBCIR].&[17D11C02S02],17D11C02S02,3509
[DIVADM].[COD_SUBCIR].&[17D11C03S01],17D11C03S01,14163
[DIVADM].[COD_SUBCIR].&[17D11C03S02],17D11C03S02,16403
[DIVADM].[COD_SUBCIR].&[17D11C04S01],17D11C04S01,23277
[DIVADM].[COD_SUBCIR].&[17D11C04S02],17D11C04S02,8100
[DIVADM].[COD_SUBCIR].&[17D11C05S01],17D11C05S01,28499
[DIVADM].[COD_SUBCIR].&[17D11C06S01],17D11C06S01,13505
[DIVADM].[COD_SUBCIR].&[17D11C07S01],17D11C07S01,22121
[DIVADM].[COD_SUBCIR].&[17D11C07S02],17D11C07S02,1794
[DIVADM].[COD_SUBCIR].&[17D11C08S01],17D11C08S01,381
[DIVADM].[COD_SUBCIR].&[17D11C08S02],17D11C08S02,8528
[DIVADM].[COD_SUBCIR].&[17D11C09S01],17D11C09S01,8303
[DIVADM].[COD_SUBCIR].&[17D11C09S02],17D11C09S02,20980
[DIVADM].[COD_SUBCIR].&[17D11C10S01],17D11C10S01,20242
[DIVADM].[COD_SUBCIR].&[17D11C10S02],17D11C10S02,9285
[DIVADM].[COD_SUBCIR].&[17D11C11S01],17D11C11S01,31429
[DIVADM].[COD_SUBCIR].&[17D11C11S02],17D11C11S02,18055
[DIVADM].[COD_SUBCIR].&[17D11C12S01],17D11C12S01,9964
[DIVADM].[COD_SUBCIR].&[17D11C12S02],17D11C12S02,66906
[DIVADM].[COD_SUBCIR].&[17D11C12S03],17D11C12S03,14972
[DIVADM].[COD_SUBCIR].&[17D11C13S01],17D11C13S01,31853
[DIVADM].[COD_SUBCIR].&[17D11C13S02],17D11C13S02,17825
[DIVADM].[COD_SUBCIR].&[17D12C01S01],17D12C01S01,5620
[DIVADM].[COD_SUBCIR].&[17D12C01S02],17D12C01S02,469
[DIVADM].[COD_SUBCIR].&[17D12C01S03],17D12C01S03,3697
[DIVADM].[COD_SUBCIR].&[17D12C02S01],17D12C02S01,7666
[DIVADM].[COD_SUBCIR].&[17D12C02S02],17D12C02S02,671
[DIVADM].[COD_SUBCIR].&[17D12C03S01],17D12C03S01,1883
[DIVADM].[COD_SUBCIR].&[17D12C03S02],17D12C03S02,1991
[DIVADM].[COD_SUBCIR].&[17D12C04S01],17D12C04S01,5957
[DIVADM].[COD_SUBCIR].&[17D12C04S02],17D12C04S02,4923
[DIVADM].[COD_SUBCIR].&[17D12C04S03],17D12C04S03,3302
[DIVADM].[COD_SUBCIR].&[17D12C04S04],17D12C04S04,215
[DIVADM].[COD_SUBCIR].&[18D01C01S01],18D01C01S01,22872
[DIVADM].[COD_SUBCIR].&[18D01C02S01],18D01C02S01,26882
[DIVADM].[COD_SUBCIR].&[18D01C03S01],18D01C03S01,77615
[DIVADM].[COD_SUBCIR].&[18D01C03S02],18D01C03S02,54019
[DIVADM].[COD_SUBCIR].&[18D01C04S01],18D01C04S01,20911
[DIVADM].[COD_SUBCIR].&[18D01C04S02],18D01C04S02,14236
[DIVADM].[COD_SUBCIR].&[18D01C05S01],18D01C05S01,16602
[DIVADM].[COD_SUBCIR].&[18D01C05S02],18D01C05S02,4518
[DIVADM].[COD_SUBCIR].&[18D01C06S01],18D01C06S01,29017
[DIVADM].[COD_SUBCIR].&[18D01C07S01],18D01C07S01,4555
[DIVADM].[COD_SUBCIR].&[18D01C08S01],18D01C08S01,2305
[DIVADM].[COD_SUBCIR].&[18D01C08S02],18D01C08S02,12021
[DIVADM].[COD_SUBCIR].&[18D01C09S01],18D01C09S01,3581
[DIVADM].[COD_SUBCIR].&[18D01C10S01],18D01C10S01,1918
[DIVADM].[COD_SUBCIR].&[18D01C10S02],18D01C10S02,22131
[DIVADM].[COD_SUBCIR].&[18D01C11S01],18D01C11S01,4559
[DIVADM].[COD_SUBCIR].&[18D01C11S02],18D01C11S02,4751
[DIVADM].[COD_SUBCIR].&[18D01C12S01],18D01C12S01,28007
[DIVADM].[COD_SUBCIR].&[18D02C01S01],18D02C01S01,18429
[DIVADM].[COD_SUBCIR].&[18D02C01S02],18D02C01S02,24532
[DIVADM].[COD_SUBCIR].&[18D02C02S01],18D02C02S01,34053
[DIVADM].[COD_SUBCIR].&[18D02C02S02],18D02C02S02,28008
[DIVADM].[COD_SUBCIR].&[18D02C03S01],18D02C03S01,30335
[DIVADM].[COD_SUBCIR].&[18D02C03S02],18D02C03S02,11391
[DIVADM].[COD_SUBCIR].&[18D02C04S01],18D02C04S01,25161
[DIVADM].[COD_SUBCIR].&[18D02C04S02],18D02C04S02,33447
[DIVADM].[COD_SUBCIR].&[18D02C05S01],18D02C05S01,52588
[DIVADM].[COD_SUBCIR].&[18D02C06S01],18D02C06S01,8793
[DIVADM].[COD_SUBCIR].&[18D02C07S01],18D02C07S01,28679
[DIVADM].[COD_SUBCIR].&[18D02C07S02],18D02C07S02,11791
[DIVADM].[COD_SUBCIR].&[18D02C08S01],18D02C08S01,8288
[DIVADM].[COD_SUBCIR].&[18D02C08S02],18D02C08S02,16308
[DIVADM].[COD_SUBCIR].&[18D02C09S01],18D02C09S01,4715
[DIVADM].[COD_SUBCIR].&[18D02C09S02],18D02C09S02,4165
[DIVADM].[COD_SUBCIR].&[18D02C10S01],18D02C10S01,28120
[DIVADM].[COD_SUBCIR].&[18D02C11S01],18D02C11S01,13345
[DIVADM].[COD_SUBCIR].&[18D02C11S02],18D02C11S02,11599
[DIVADM].[COD_SUBCIR].&[18D02C12S01],18D02C12S01,29484
[DIVADM].[COD_SUBCIR].&[18D03C01S01],18D03C01S01,41188
[DIVADM].[COD_SUBCIR].&[18D03C01S02],18D03C01S02,5128
[DIVADM].[COD_SUBCIR].&[18D03C02S01],18D03C02S01,3774
[DIVADM].[COD_SUBCIR].&[18D04C01S01],18D04C01S01,10515
[DIVADM].[COD_SUBCIR].&[18D04C01S02],18D04C01S02,368
[DIVADM].[COD_SUBCIR].&[18D04C01S03],18D04C01S03,1459
[DIVADM].[COD_SUBCIR].&[18D04C02S01],18D04C02S01,11472
[DIVADM].[COD_SUBCIR].&[18D04C03S01],18D04C03S01,10280
[DIVADM].[COD_SUBCIR].&[18D04C04S01],18D04C04S01,18135
[DIVADM].[COD_SUBCIR].&[18D04C05S01],18D04C05S01,4940
[DIVADM].[COD_SUBCIR].&[18D04C05S02],18D04C05S02,2441
[DIVADM].[COD_SUBCIR].&[18D04C06S01],18D04C06S01,4711
[DIVADM].[COD_SUBCIR].&[18D04C07S01],18D04C07S01,798
[DIVADM].[COD_SUBCIR].&[18D04C07S02],18D04C07S02,3503
[DIVADM].[COD_SUBCIR].&[18D04C07S03],18D04C07S03,723
[DIVADM].[COD_SUBCIR].&[18D05C01S01],18D05C01S01,6742
[DIVADM].[COD_SUBCIR].&[18D05C01S02],18D05C01S02,20047
[DIVADM].[COD_SUBCIR].&[18D05C02S01],18D05C02S01,587
[DIVADM].[COD_SUBCIR].&[18D05C02S02],18D05C02S02,4159
[DIVADM].[COD_SUBCIR].&[18D05C03S01],18D05C03S01,551
[DIVADM].[COD_SUBCIR].&[18D05C03S02],18D05C03S02,5569
[DIVADM].[COD_SUBCIR].&[18D06C01S01],18D06C01S01,12040
[DIVADM].[COD_SUBCIR].&[18D06C02S01],18D06C02S01,8137
[DIVADM].[COD_SUBCIR].&[18D06C03S01],18D06C03S01,10821
[DIVADM].[COD_SUBCIR].&[18D06C04S01],18D06C04S01,2286
[DIVADM].[COD_SUBCIR].&[18D06C05S01],18D06C05S01,12660
[DIVADM].[COD_SUBCIR].&[19D01C01S01],19D01C01S01,14921
[DIVADM].[COD_SUBCIR].&[19D01C02S01],19D01C02S01,10206
[DIVADM].[COD_SUBCIR].&[19D01C03S01],19D01C03S01,728
[DIVADM].[COD_SUBCIR].&[19D01C04S01],19D01C04S01,184
[DIVADM].[COD_SUBCIR].&[19D01C05S01],19D01C05S01,1934
[DIVADM].[COD_SUBCIR].&[19D01C06S01],19D01C06S01,4856
[DIVADM].[COD_SUBCIR].&[19D01C06S02],19D01C06S02,2754
[DIVADM].[COD_SUBCIR].&[19D01C07S01],19D01C07S01,2569
[DIVADM].[COD_SUBCIR].&[19D01C08S01],19D01C08S01,537
[DIVADM].[COD_SUBCIR].&[19D01C09S01],19D01C09S01,73
[DIVADM].[COD_SUBCIR].&[19D02C01S01],19D02C01S01,3686
[DIVADM].[COD_SUBCIR].&[19D02C02S01],19D02C02S01,544
[DIVADM].[COD_SUBCIR].&[19D02C03S01],19D02C03S01,196
[DIVADM].[COD_SUBCIR].&[19D02C04S01],19D02C04S01,7252
[DIVADM].[COD_SUBCIR].&[19D02C05S01],19D02C05S01,5326
[DIVADM].[COD_SUBCIR].&[19D02C06S01],19D02C06S01,178
[DIVADM].[COD_SUBCIR].&[19D03C01S01],19D03C01S01,87
[DIVADM].[COD_SUBCIR].&[19D03C02S01],19D03C02S01,323
[DIVADM].[COD_SUBCIR].&[19D03C03S01],19D03C03S01,7229
[DIVADM].[COD_SUBCIR].&[19D03C04S01],19D03C04S01,497
[DIVADM].[COD_SUBCIR].&[19D03C05S01],19D03C05S01,6088
[DIVADM].[COD_SUBCIR].&[19D03C06S01],19D03C06S01,253
[DIVADM].[COD_SUBCIR].&[19D03C07S01],19D03C07S01,390
[DIVADM].[COD_SUBCIR].&[19D04C01S01],19D04C01S01,19728
[DIVADM].[COD_SUBCIR].&[19D04C01S02],19D04C01S02,1183
[DIVADM].[COD_SUBCIR].&[19D04C02S01],19D04C02S01,3970
[DIVADM].[COD_SUBCIR].&[19D04C03S01],19D04C03S01,13659
[DIVADM].[COD_SUBCIR].&[19D04C03S02],19D04C03S02,1200
[DIVADM].[COD_SUBCIR].&[19D04C04S01],19D04C04S01,922
[DIVADM].[COD_SUBCIR].&[20D01C01S01],20D01C01S01,7311
[DIVADM].[COD_SUBCIR].&[20D01C02S01],20D01C02S01,300
[DIVADM].[COD_SUBCIR].&[20D01C03S01],20D01C03S01,29444
[DIVADM].[COD_SUBCIR].&[20D01C04S01],20D01C04S01,1807
[DIVADM].[COD_SUBCIR].&[20D01C05S01],20D01C05S01,4131
[DIVADM].[COD_SUBCIR].&[20D01C06S01],20D01C06S01,26586
[DIVADM].[COD_SUBCIR].&[20D01C07S01],20D01C07S01,3104
[DIVADM].[COD_SUBCIR].&[21D01C01S01],21D01C01S01,10538
[DIVADM].[COD_SUBCIR].&[21D01C01S02],21D01C01S02,2681
[DIVADM].[COD_SUBCIR].&[21D01C02S01],21D01C02S01,13985
[DIVADM].[COD_SUBCIR].&[21D01C02S02],21D01C02S02,1098
[DIVADM].[COD_SUBCIR].&[21D01C03S01],21D01C03S01,881
[DIVADM].[COD_SUBCIR].&[21D01C03S02],21D01C03S02,111
[DIVADM].[COD_SUBCIR].&[21D02C01S01],21D02C01S01,48575
[DIVADM].[COD_SUBCIR].&[21D02C01S02],21D02C01S02,2204
[DIVADM].[COD_SUBCIR].&[21D02C02S01],21D02C02S01,43910
[DIVADM].[COD_SUBCIR].&[21D02C03S01],21D02C03S01,41927
[DIVADM].[COD_SUBCIR].&[21D02C03S02],21D02C03S02,16168
[DIVADM].[COD_SUBCIR].&[21D02C04S01],21D02C04S01,22027
[DIVADM].[COD_SUBCIR].&[21D02C04S02],21D02C04S02,10178
[DIVADM].[COD_SUBCIR].&[21D02C05S01],21D02C05S01,2205
[DIVADM].[COD_SUBCIR].&[21D02C05S02],21D02C05S02,7246
[DIVADM].[COD_SUBCIR].&[21D02C06S01],21D02C06S01,5701
[DIVADM].[COD_SUBCIR].&[21D02C07S01],21D02C07S01,2555
[DIVADM].[COD_SUBCIR].&[21D02C07S02],21D02C07S02,5228
[DIVADM].[COD_SUBCIR].&[21D02C08S01],21D02C08S01,7760
[DIVADM].[COD_SUBCIR].&[21D03C01S01],21D03C01S01,7246
[DIVADM].[COD_SUBCIR].&[21D03C02S01],21D03C02S01,396
[DIVADM].[COD_SUBCIR].&[21D03C03S01],21D03C03S01,4792
[DIVADM].[COD_SUBCIR].&[21D03C04S01],21D03C04S01,8151
[DIVADM].[COD_SUBCIR].&[21D03C04S02],21D03C04S02,16
[DIVADM].[COD_SUBCIR].&[21D03C05S01],21D03C05S01,24
[DIVADM].[COD_SUBCIR].&[21D04C01S01],21D04C01S01,15713
[DIVADM].[COD_SUBCIR].&[21D04C02S01],21D04C02S01,12106
[DIVADM].[COD_SUBCIR].&[21D04C02S02],21D04C02S02,14833
[DIVADM].[COD_SUBCIR].&[21D04C03S01],21D04C03S01,7117
[DIVADM].[COD_SUBCIR].&[21D04C04S01],21D04C04S01,76
[DIVADM].[COD_SUBCIR].&[21D04C05S01],21D04C05S01,6244
[DIVADM].[COD_SUBCIR].&[22D01C01S01],22D01C01S01,2620
[DIVADM].[COD_SUBCIR].&[22D01C01S02],22D01C01S02,827
[DIVADM].[COD_SUBCIR].&[22D01C02S01],22D01C02S01,1006
[DIVADM].[COD_SUBCIR].&[22D01C02S02],22D01C02S02,8430
[DIVADM].[COD_SUBCIR].&[22D01C02S03],22D01C02S03,1037
[DIVADM].[COD_SUBCIR].&[22D01C02S04],22D01C02S04,283
[DIVADM].[COD_SUBCIR].&[22D01C03S01],22D01C03S01,11639
[DIVADM].[COD_SUBCIR].&[22D01C03S02],22D01C03S02,10650
[DIVADM].[COD_SUBCIR].&[22D01C04S01],22D01C04S01,902
[DIVADM].[COD_SUBCIR].&[22D02C01S01],22D02C01S01,1143
[DIVADM].[COD_SUBCIR].&[22D02C02S01],22D02C02S01,14186
[DIVADM].[COD_SUBCIR].&[22D02C02S02],22D02C02S02,880
[DIVADM].[COD_SUBCIR].&[22D02C03S01],22D02C03S01,403
[DIVADM].[COD_SUBCIR].&[22D02C04S01],22D02C04S01,6945
[DIVADM].[COD_SUBCIR].&[22D02C04S02],22D02C04S02,39832
[DIVADM].[COD_SUBCIR].&[22D02C04S03],22D02C04S03,4668
[DIVADM].[COD_SUBCIR].&[22D02C04S04],22D02C04S04,118
[DIVADM].[COD_SUBCIR].&[22D02C05S01],22D02C05S01,33661
[DIVADM].[COD_SUBCIR].&[22D02C05S02],22D02C05S02,18832
[DIVADM].[COD_SUBCIR].&[22D02C05S03],22D02C05S03,8666
[DIVADM].[COD_SUBCIR].&[22D02C05S04],22D02C05S04,30777
[DIVADM].[COD_SUBCIR].&[22D02C05S05],22D02C05S05,74
[DIVADM].[COD_SUBCIR].&[22D02C06S01],22D02C06S01,1152
