[DIVADM].[OBJECTID].[OBJECTID].[MEMBER_UNIQUE_NAME],[DIVADM].[OBJECTID].[OBJECTID].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[OBJECTID].&[2.6505E4],26505,5569
[DIVADM].[OBJECTID].&[2.6506E4],26506,25896
[DIVADM].[OBJECTID].&[2.6507E4],26507,34924
[DIVADM].[OBJECTID].&[2.6508E4],26508,8669
[DIVADM].[OBJECTID].&[2.6509E4],26509,2441
[DIVADM].[OBJECTID].&[2.651E4],26510,5620
[DIVADM].[OBJECTID].&[2.6511E4],26511,18254
[DIVADM].[OBJECTID].&[2.6518E4],26518,17352
[DIVADM].[OBJECTID].&[2.6519E4],26519,18243
[DIVADM].[OBJECTID].&[2.6523E4],26523,26651
[DIVADM].[OBJECTID].&[2.6524E4],26524,20585
[DIVADM].[OBJECTID].&[2.6533E4],26533,10217
[DIVADM].[OBJECTID].&[2.6534E4],26534,14565
[DIVADM].[OBJECTID].&[2.6535E4],26535,2687
[DIVADM].[OBJECTID].&[2.6536E4],26536,14779
[DIVADM].[OBJECTID].&[2.6543E4],26543,20266
[DIVADM].[OBJECTID].&[2.6544E4],26544,7926
[DIVADM].[OBJECTID].&[2.6546E4],26546,27447
[DIVADM].[OBJECTID].&[2.6549E4],26549,22326
[DIVADM].[OBJECTID].&[2.655E4],26550,5788
[DIVADM].[OBJECTID].&,,4347
