[DIVADM].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_UNIQUE_NAME],[DIVADM].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[SHAPE_LENG].&[3.94103504228E4],"39410,3504228",3431
[DIVADM].[SHAPE_LENG].&[3.94340962585E4],"39434,0962585",21188
[DIVADM].[SHAPE_LENG].&[3.94554691734E4],"39455,4691734",839
[DIVADM].[SHAPE_LENG].&[3.94670170802E4],"39467,0170802",407
[DIVADM].[SHAPE_LENG].&[3.95118329511E4],"39511,8329511",617
[DIVADM].[SHAPE_LENG].&[3.95865353903E4],"39586,5353903",4159
[DIVADM].[SHAPE_LENG].&[3.95949531472E4],"39594,9531472",9087
[DIVADM].[SHAPE_LENG].&[3.96568463393E4],"39656,8463393",3780
[DIVADM].[SHAPE_LENG].&[3.97394409114E4],"39739,4409114",349
[DIVADM].[SHAPE_LENG].&[3.99808677593E4],"39980,8677593",798
[DIVADM].[SHAPE_LENG].&[4.0016669113E4],"40016,669113",3246
[DIVADM].[SHAPE_LENG].&[4.03428628278E4],"40342,8628278",450
[DIVADM].[SHAPE_LENG].&[4.03465057941E4],"40346,5057941",1903
[DIVADM].[SHAPE_LENG].&[4.03985154702E4],"40398,5154702",82432
[DIVADM].[SHAPE_LENG].&[4.04276635121E4],"40427,6635121",20047
[DIVADM].[SHAPE_LENG].&[4.04333473011E4],"40433,3473011",33153
[DIVADM].[SHAPE_LENG].&[4.05213282129E4],"40521,3282129",220
[DIVADM].[SHAPE_LENG].&[4.060091086E4],"40600,91086",7672
[DIVADM].[SHAPE_LENG].&[4.06197900635E4],"40619,7900635",23466
[DIVADM].[SHAPE_LENG].&[4.06684907711E4],"40668,4907711",12660
[DIVADM].[SHAPE_LENG].&[4.06820983609E4],"40682,0983609",45036
[DIVADM].[SHAPE_LENG].&[4.07108975245E4],"40710,8975245",2092
[DIVADM].[SHAPE_LENG].&[4.08143059731E4],"40814,3059731",14101
[DIVADM].[SHAPE_LENG].&[4.08758741061E4],"40875,8741061",587
[DIVADM].[SHAPE_LENG].&[4.09105226857E4],"40910,5226857",3726
[DIVADM].[SHAPE_LENG].&[4.10492754195E4],"41049,2754195",1832
[DIVADM].[SHAPE_LENG].&[4.11426629609E4],"41142,6629609",2497
[DIVADM].[SHAPE_LENG].&[4.11540152647E4],"41154,0152647",17352
[DIVADM].[SHAPE_LENG].&[4.12221429515E4],"41222,1429515",474
[DIVADM].[SHAPE_LENG].&[4.12320965582E4],"41232,0965582",39816
[DIVADM].[SHAPE_LENG].&[4.12353772225E4],"41235,3772225",9309
[DIVADM].[SHAPE_LENG].&[4.12951493834E4],"41295,1493834",33983
[DIVADM].[SHAPE_LENG].&[4.14006446293E4],"41400,6446293",2236
[DIVADM].[SHAPE_LENG].&[4.16141116572E4],"41614,1116572",18128
[DIVADM].[SHAPE_LENG].&[4.16831425225E4],"41683,1425225",9983
[DIVADM].[SHAPE_LENG].&[4.17641365652E4],"41764,1365652",2817
[DIVADM].[SHAPE_LENG].&[4.18575120825E4],"41857,5120825",4573
[DIVADM].[SHAPE_LENG].&[4.18613814011E4],"41861,3814011",12913
[DIVADM].[SHAPE_LENG].&[4.18766857129E4],"41876,6857129",9730
[DIVADM].[SHAPE_LENG].&[4.19349013273E4],"41934,9013273",889
[DIVADM].[SHAPE_LENG].&[4.19482681421E4],"41948,2681421",15845
[DIVADM].[SHAPE_LENG].&[4.19993090562E4],"41999,3090562",31280
[DIVADM].[SHAPE_LENG].&[4.2073357662E4],"42073,357662",30569
[DIVADM].[SHAPE_LENG].&[4.20787964067E4],"42078,7964067",498
[DIVADM].[SHAPE_LENG].&[4.21957840904E4],"42195,7840904",57596
[DIVADM].[SHAPE_LENG].&[4.22378516067E4],"42237,8516067",1306
[DIVADM].[SHAPE_LENG].&[4.2242929349E4],"42242,929349",752
[DIVADM].[SHAPE_LENG].&[4.23309864923E4],"42330,9864923",7648
[DIVADM].[SHAPE_LENG].&[4.24194531209E4],"42419,4531209",5327
[DIVADM].[SHAPE_LENG].&[4.24372668135E4],"42437,2668135",764
[DIVADM].[SHAPE_LENG].&[4.25680295541E4],"42568,0295541",8430
[DIVADM].[SHAPE_LENG].&[4.26437711743E4],"42643,7711743",1346
[DIVADM].[SHAPE_LENG].&[4.27466998268E4],"42746,6998268",266
[DIVADM].[SHAPE_LENG].&[4.28174516194E4],"42817,4516194",475
[DIVADM].[SHAPE_LENG].&[4.29158834829E4],"42915,8834829",8100
[DIVADM].[SHAPE_LENG].&[4.2939464664E4],"42939,464664",1284
[DIVADM].[SHAPE_LENG].&[4.29847521618E4],"42984,7521618",8827
[DIVADM].[SHAPE_LENG].&[4.30119364433E4],"43011,9364433",4002
[DIVADM].[SHAPE_LENG].&[4.30563024377E4],"43056,3024377",489
[DIVADM].[SHAPE_LENG].&[4.31937042658E4],"43193,7042658",2411
[DIVADM].[SHAPE_LENG].&[4.33379628876E4],"43337,9628876",7919
[DIVADM].[SHAPE_LENG].&[4.34104017791E4],"43410,4017791",3532
[DIVADM].[SHAPE_LENG].&[4.3439331913E4],"43439,331913",19134
[DIVADM].[SHAPE_LENG].&[4.34460409753E4],"43446,0409753",4818
[DIVADM].[SHAPE_LENG].&[4.34714574346E4],"43471,4574346",2464
[DIVADM].[SHAPE_LENG].&[4.3477044695E4],"43477,044695",573
[DIVADM].[SHAPE_LENG].&[4.36119514668E4],"43611,9514668",5128
[DIVADM].[SHAPE_LENG].&[4.36678864301E4],"43667,8864301",23277
[DIVADM].[SHAPE_LENG].&[4.39204161245E4],"43920,4161245",10515
[DIVADM].[SHAPE_LENG].&[4.39957653026E4],"43995,7653026",22970
[DIVADM].[SHAPE_LENG].&[4.40271008831E4],"44027,1008831",6664
[DIVADM].[SHAPE_LENG].&[4.41400234642E4],"44140,0234642",18188
[DIVADM].[SHAPE_LENG].&[4.42526804121E4],"44252,6804121",5569
[DIVADM].[SHAPE_LENG].&[4.43261000454E4],"44326,1000454",31001
[DIVADM].[SHAPE_LENG].&[4.4550665298E4],"44550,665298",4210
[DIVADM].[SHAPE_LENG].&[4.4585265733E4],"44585,265733",5264
[DIVADM].[SHAPE_LENG].&[4.466712901E4],"44667,12901",6126
[DIVADM].[SHAPE_LENG].&[4.46829138571E4],"44682,9138571",462
[DIVADM].[SHAPE_LENG].&[4.47432594316E4],"44743,2594316",508
[DIVADM].[SHAPE_LENG].&[4.47528046371E4],"44752,8046371",1624
[DIVADM].[SHAPE_LENG].&[4.47878123442E4],"44787,8123442",21639
[DIVADM].[SHAPE_LENG].&[4.48124148004E4],"44812,4148004",5083
[DIVADM].[SHAPE_LENG].&[4.48141547457E4],"44814,1547457",973
[DIVADM].[SHAPE_LENG].&[4.48443883741E4],"44844,3883741",11168
[DIVADM].[SHAPE_LENG].&[4.48593960022E4],"44859,3960022",5606
[DIVADM].[SHAPE_LENG].&[4.49581431735E4],"44958,1431735",3256
[DIVADM].[SHAPE_LENG].&[4.50774364808E4],"45077,4364808",14833
[DIVADM].[SHAPE_LENG].&[4.51011985358E4],"45101,1985358",606
[DIVADM].[SHAPE_LENG].&[4.51784378E4],"45178,4378",10650
[DIVADM].[SHAPE_LENG].&[4.52958746089E4],"45295,8746089",881
[DIVADM].[SHAPE_LENG].&[4.53111419784E4],"45311,1419784",1771
[DIVADM].[SHAPE_LENG].&[4.56318752473E4],"45631,8752473",7585
[DIVADM].[SHAPE_LENG].&[4.56388226956E4],"45638,8226956",12142
[DIVADM].[SHAPE_LENG].&[4.56752190566E4],"45675,2190566",8518
[DIVADM].[SHAPE_LENG].&[4.57926897851E4],"45792,6897851",3227
[DIVADM].[SHAPE_LENG].&[4.57928557949E4],"45792,8557949",12283
[DIVADM].[SHAPE_LENG].&[4.57970574526E4],"45797,0574526",21622
[DIVADM].[SHAPE_LENG].&[4.58856762275E4],"45885,6762275",6440
[DIVADM].[SHAPE_LENG].&[4.60472295867E4],"46047,2295867",307
[DIVADM].[SHAPE_LENG].&[4.605435695E4],"46054,35695",9699
[DIVADM].[SHAPE_LENG].&[4.61936251673E4],"46193,6251673",19469
[DIVADM].[SHAPE_LENG].&[4.61985228806E4],"46198,5228806",22121
[DIVADM].[SHAPE_LENG].&[4.63508405221E4],"46350,8405221",19468
[DIVADM].[SHAPE_LENG].&[4.64529687234E4],"46452,9687234",283
[DIVADM].[SHAPE_LENG].&[4.65589262253E4],"46558,9262253",1503
[DIVADM].[SHAPE_LENG].&[4.66232319578E4],"46623,2319578",15219
[DIVADM].[SHAPE_LENG].&[4.66727441859E4],"46672,7441859",998
[DIVADM].[SHAPE_LENG].&[4.67299851297E4],"46729,9851297",8824
[DIVADM].[SHAPE_LENG].&[4.70980944498E4],"47098,0944498",7397
[DIVADM].[SHAPE_LENG].&[4.71075439688E4],"47107,5439688",8955
[DIVADM].[SHAPE_LENG].&[4.7114450529E4],"47114,450529",2048
[DIVADM].[SHAPE_LENG].&[4.71552222211E4],"47155,2222211",468
[DIVADM].[SHAPE_LENG].&[4.71923081642E4],"47192,3081642",13443
[DIVADM].[SHAPE_LENG].&[4.72302680702E4],"47230,2680702",19030
[DIVADM].[SHAPE_LENG].&[4.74000934037E4],"47400,0934037",9259
[DIVADM].[SHAPE_LENG].&[4.7551661379E4],"47551,661379",15953
[DIVADM].[SHAPE_LENG].&[4.75888209224E4],"47588,8209224",1261
[DIVADM].[SHAPE_LENG].&[4.77340310937E4],"47734,0310937",2244
[DIVADM].[SHAPE_LENG].&[4.78343242044E4],"47834,3242044",6777
[DIVADM].[SHAPE_LENG].&[4.784893111E4],"47848,93111",22131
[DIVADM].[SHAPE_LENG].&[4.7850760067E4],"47850,760067",2523
[DIVADM].[SHAPE_LENG].&[4.78675643257E4],"47867,5643257",7384
[DIVADM].[SHAPE_LENG].&[4.79616550642E4],"47961,6550642",17396
[DIVADM].[SHAPE_LENG].&[4.79634002354E4],"47963,4002354",1167
[DIVADM].[SHAPE_LENG].&[4.81530883282E4],"48153,0883282",2687
[DIVADM].[SHAPE_LENG].&[4.81537621894E4],"48153,7621894",9387
[DIVADM].[SHAPE_LENG].&[4.81625390635E4],"48162,5390635",266
[DIVADM].[SHAPE_LENG].&[4.82085548284E4],"48208,5548284",14428
[DIVADM].[SHAPE_LENG].&[4.82154517683E4],"48215,4517683",448
[DIVADM].[SHAPE_LENG].&[4.84067888788E4],"48406,7888788",5351
[DIVADM].[SHAPE_LENG].&[4.84527783685E4],"48452,7783685",2286
[DIVADM].[SHAPE_LENG].&[4.8535251667E4],"48535,251667",9601
[DIVADM].[SHAPE_LENG].&[4.85405190476E4],"48540,5190476",8293
[DIVADM].[SHAPE_LENG].&[4.85728223784E4],"48572,8223784",23464
[DIVADM].[SHAPE_LENG].&[4.87077565753E4],"48707,7565753",22215
[DIVADM].[SHAPE_LENG].&[4.87356497083E4],"48735,6497083",14023
[DIVADM].[SHAPE_LENG].&[4.88076767611E4],"48807,6767611",2648
[DIVADM].[SHAPE_LENG].&[4.91546068482E4],"49154,6068482",2045
[DIVADM].[SHAPE_LENG].&[4.91937512963E4],"49193,7512963",30306
[DIVADM].[SHAPE_LENG].&[4.92291727272E4],"49229,1727272",34747
[DIVADM].[SHAPE_LENG].&[4.94662571732E4],"49466,2571732",107
[DIVADM].[SHAPE_LENG].&[4.96462469734E4],"49646,2469734",4979
[DIVADM].[SHAPE_LENG].&[4.97343020135E4],"49734,3020135",2036
[DIVADM].[SHAPE_LENG].&[5.00839206488E4],"50083,9206488",1037
[DIVADM].[SHAPE_LENG].&[5.01489821636E4],"50148,9821636",2684
[DIVADM].[SHAPE_LENG].&[5.02493696604E4],"50249,3696604",12545
[DIVADM].[SHAPE_LENG].&[5.02617213641E4],"50261,7213641",14236
[DIVADM].[SHAPE_LENG].&[5.02774742413E4],"50277,4742413",25387
[DIVADM].[SHAPE_LENG].&[5.04012591076E4],"50401,2591076",20849
[DIVADM].[SHAPE_LENG].&[5.05615970902E4],"50561,5970902",14054
[DIVADM].[SHAPE_LENG].&[5.07033691321E4],"50703,3691321",951
[DIVADM].[SHAPE_LENG].&[5.08270559813E4],"50827,0559813",41188
[DIVADM].[SHAPE_LENG].&[5.08906572013E4],"50890,6572013",15648
[DIVADM].[SHAPE_LENG].&[5.12113626146E4],"51211,3626146",547
[DIVADM].[SHAPE_LENG].&[5.13019467745E4],"51301,9467745",1006
[DIVADM].[SHAPE_LENG].&[5.13244677487E4],"51324,4677487",2658
[DIVADM].[SHAPE_LENG].&[5.13536639139E4],"51353,6639139",3170
[DIVADM].[SHAPE_LENG].&[5.14832208586E4],"51483,2208586",9403
[DIVADM].[SHAPE_LENG].&[5.168938423E4],"51689,38423",22073
[DIVADM].[SHAPE_LENG].&[5.17570836963E4],"51757,0836963",526
[DIVADM].[SHAPE_LENG].&[5.17965541289E4],"51796,5541289",2259
[DIVADM].[SHAPE_LENG].&[5.20451490274E4],"52045,1490274",18254
[DIVADM].[SHAPE_LENG].&[5.22742150368E4],"52274,2150368",15123
[DIVADM].[SHAPE_LENG].&[5.24596007056E4],"52459,6007056",374
[DIVADM].[SHAPE_LENG].&[5.24871841397E4],"52487,1841397",7841
[DIVADM].[SHAPE_LENG].&[5.25610930026E4],"52561,0930026",3700
[DIVADM].[SHAPE_LENG].&[5.25978567004E4],"52597,8567004",12368
[DIVADM].[SHAPE_LENG].&[5.26687350764E4],"52668,7350764",22764
[DIVADM].[SHAPE_LENG].&[5.27041532077E4],"52704,1532077",8137
[DIVADM].[SHAPE_LENG].&[5.27531296722E4],"52753,1296722",6374
[DIVADM].[SHAPE_LENG].&[5.27977198433E4],"52797,7198433",482
[DIVADM].[SHAPE_LENG].&[5.31296851253E4],"53129,6851253",1794
[DIVADM].[SHAPE_LENG].&[5.32130711365E4],"53213,0711365",7145
[DIVADM].[SHAPE_LENG].&[5.32597454217E4],"53259,7454217",1991
[DIVADM].[SHAPE_LENG].&[5.32800912322E4],"53280,0912322",4158
[DIVADM].[SHAPE_LENG].&[5.33051344837E4],"53305,1344837",3948
[DIVADM].[SHAPE_LENG].&[5.33055002416E4],"53305,5002416",326
[DIVADM].[SHAPE_LENG].&[5.33532432064E4],"53353,2432064",1211
[DIVADM].[SHAPE_LENG].&[5.33697037085E4],"53369,7037085",2451
[DIVADM].[SHAPE_LENG].&[5.34231752069E4],"53423,1752069",929
[DIVADM].[SHAPE_LENG].&[5.34296558748E4],"53429,6558748",7023
[DIVADM].[SHAPE_LENG].&[5.35644615643E4],"53564,4615643",3301
[DIVADM].[SHAPE_LENG].&[5.3643332266E4],"53643,332266",3581
[DIVADM].[SHAPE_LENG].&[5.36786054191E4],"53678,6054191",12106
[DIVADM].[SHAPE_LENG].&[5.3699995443E4],"53699,995443",14763
[DIVADM].[SHAPE_LENG].&[5.37000577857E4],"53700,0577857",2393
[DIVADM].[SHAPE_LENG].&[5.38100433374E4],"53810,0433374",2785
[DIVADM].[SHAPE_LENG].&[5.39497943655E4],"53949,7943655",9799
[DIVADM].[SHAPE_LENG].&[5.40464043281E4],"54046,4043281",10425
[DIVADM].[SHAPE_LENG].&[5.43029552183E4],"54302,9552183",827
[DIVADM].[SHAPE_LENG].&[5.44860849093E4],"54486,0849093",2759
[DIVADM].[SHAPE_LENG].&[5.44936248042E4],"54493,6248042",6355
[DIVADM].[SHAPE_LENG].&[5.45338983514E4],"54533,8983514",473
[DIVADM].[SHAPE_LENG].&[5.45826362845E4],"54582,6362845",19785
[DIVADM].[SHAPE_LENG].&[5.46669142166E4],"54666,9142166",48575
[DIVADM].[SHAPE_LENG].&[5.48593044603E4],"54859,3044603",1200
[DIVADM].[SHAPE_LENG].&[5.49714739744E4],"54971,4739744",5295
[DIVADM].[SHAPE_LENG].&[5.5016064604E4],"55016,064604",7239
[DIVADM].[SHAPE_LENG].&[5.51377105437E4],"55137,7105437",11591
[DIVADM].[SHAPE_LENG].&[5.52522223874E4],"55252,2223874",2116
[DIVADM].[SHAPE_LENG].&[5.52583707209E4],"55258,3707209",986
[DIVADM].[SHAPE_LENG].&[5.54165250556E4],"55416,5250556",2249
[DIVADM].[SHAPE_LENG].&[5.54409179741E4],"55440,9179741",3006
[DIVADM].[SHAPE_LENG].&[5.5495568514E4],"55495,568514",457
[DIVADM].[SHAPE_LENG].&[5.55581889834E4],"55558,1889834",15092
[DIVADM].[SHAPE_LENG].&[5.55706424497E4],"55570,6424497",4589
[DIVADM].[SHAPE_LENG].&[5.5662883919E4],"55662,883919",14419
[DIVADM].[SHAPE_LENG].&[5.56695287033E4],"55669,5287033",2454
[DIVADM].[SHAPE_LENG].&[5.56989867409E4],"55698,9867409",4008
[DIVADM].[SHAPE_LENG].&[5.58839082197E4],"55883,9082197",1860
[DIVADM].[SHAPE_LENG].&[5.59743178773E4],"55974,3178773",828
[DIVADM].[SHAPE_LENG].&[5.60579316167E4],"56057,9316167",7820
[DIVADM].[SHAPE_LENG].&[5.61231231432E4],"56123,1231432",901
[DIVADM].[SHAPE_LENG].&[5.61669689182E4],"56166,9689182",9791
[DIVADM].[SHAPE_LENG].&[5.63818640667E4],"56381,8640667",3016
[DIVADM].[SHAPE_LENG].&[5.6463240341E4],"56463,240341",17438
[DIVADM].[SHAPE_LENG].&[5.65398117225E4],"56539,8117225",977
[DIVADM].[SHAPE_LENG].&[5.65493079783E4],"56549,3079783",1047
[DIVADM].[SHAPE_LENG].&[5.66622729527E4],"56662,2729527",6339
[DIVADM].[SHAPE_LENG].&[5.67585057451E4],"56758,5057451",8676
[DIVADM].[SHAPE_LENG].&[5.68244939121E4],"56824,4939121",4427
[DIVADM].[SHAPE_LENG].&[5.68551331219E4],"56855,1331219",675
[DIVADM].[SHAPE_LENG].&[5.7070606966E4],"57070,606966",290
[DIVADM].[SHAPE_LENG].&[5.71981278835E4],"57198,1278835",6504
[DIVADM].[SHAPE_LENG].&[5.72204701703E4],"57220,4701703",17780
[DIVADM].[SHAPE_LENG].&[5.7374840796E4],"57374,840796",2189
[DIVADM].[SHAPE_LENG].&[5.74204744559E4],"57420,4744559",809
[DIVADM].[SHAPE_LENG].&[5.74266143169E4],"57426,6143169",22082
[DIVADM].[SHAPE_LENG].&[5.74308475166E4],"57430,8475166",49
[DIVADM].[SHAPE_LENG].&[5.74523426189E4],"57452,3426189",901
[DIVADM].[SHAPE_LENG].&[5.74707111247E4],"57470,7111247",22027
[DIVADM].[SHAPE_LENG].&[5.74774948619E4],"57477,4948619",9598
[DIVADM].[SHAPE_LENG].&[5.75346790229E4],"57534,6790229",24778
[DIVADM].[SHAPE_LENG].&[5.75397896173E4],"57539,7896173",4141
[DIVADM].[SHAPE_LENG].&[5.77383838065E4],"57738,3838065",16457
[DIVADM].[SHAPE_LENG].&[5.77781484331E4],"57778,1484331",4485
[DIVADM].[SHAPE_LENG].&[5.77900224239E4],"57790,0224239",3958
[DIVADM].[SHAPE_LENG].&[5.78396201086E4],"57839,6201086",17405
[DIVADM].[SHAPE_LENG].&[5.78592723092E4],"57859,2723092",10631
[DIVADM].[SHAPE_LENG].&[5.79498620742E4],"57949,8620742",13089
[DIVADM].[SHAPE_LENG].&[5.80048639032E4],"58004,8639032",8068
[DIVADM].[SHAPE_LENG].&[5.84042273049E4],"58404,2273049",12877
[DIVADM].[SHAPE_LENG].&[5.85791975776E4],"58579,1975776",4315
[DIVADM].[SHAPE_LENG].&[5.87755853812E4],"58775,5853812",11412
[DIVADM].[SHAPE_LENG].&[5.88720984779E4],"58872,0984779",387
[DIVADM].[SHAPE_LENG].&[5.89281663027E4],"58928,1663027",1667
[DIVADM].[SHAPE_LENG].&[5.89874623714E4],"58987,4623714",1669
[DIVADM].[SHAPE_LENG].&[5.9106915663E4],"59106,915663",10821
[DIVADM].[SHAPE_LENG].&[5.91115095267E4],"59111,5095267",5176
[DIVADM].[SHAPE_LENG].&[5.91891937432E4],"59189,1937432",956
[DIVADM].[SHAPE_LENG].&[5.93663723518E4],"59366,3723518",578
[DIVADM].[SHAPE_LENG].&[5.94207152601E4],"59420,7152601",17508
[DIVADM].[SHAPE_LENG].&[5.95739434832E4],"59573,9434832",21304
[DIVADM].[SHAPE_LENG].&[5.96403592183E4],"59640,3592183",7010
[DIVADM].[SHAPE_LENG].&[5.96472480291E4],"59647,2480291",3688
[DIVADM].[SHAPE_LENG].&[5.96999865885E4],"59699,9865885",1975
[DIVADM].[SHAPE_LENG].&[5.97997833562E4],"59799,7833562",440
[DIVADM].[SHAPE_LENG].&[5.99350800518E4],"59935,0800518",827
[DIVADM].[SHAPE_LENG].&[6.00248012317E4],"60024,8012317",599
[DIVADM].[SHAPE_LENG].&[6.00306586142E4],"60030,6586142",337
[DIVADM].[SHAPE_LENG].&[6.02567437219E4],"60256,7437219",6471
[DIVADM].[SHAPE_LENG].&[6.03578707345E4],"60357,8707345",933
[DIVADM].[SHAPE_LENG].&[6.03814340313E4],"60381,4340313",4357
[DIVADM].[SHAPE_LENG].&[6.04030249657E4],"60403,0249657",441
[DIVADM].[SHAPE_LENG].&[6.05614846734E4],"60561,4846734",6991
[DIVADM].[SHAPE_LENG].&[6.07164478134E4],"60716,4478134",1186
[DIVADM].[SHAPE_LENG].&[6.07556212838E4],"60755,6212838",13847
[DIVADM].[SHAPE_LENG].&[6.08170076826E4],"60817,0076826",5820
[DIVADM].[SHAPE_LENG].&[6.08946652585E4],"60894,6652585",446
[DIVADM].[SHAPE_LENG].&[6.09165948105E4],"60916,5948105",9156
[DIVADM].[SHAPE_LENG].&[6.0945972375E4],"60945,972375",4251
[DIVADM].[SHAPE_LENG].&[6.11188683646E4],"61118,8683646",35035
[DIVADM].[SHAPE_LENG].&[6.14095222038E4],"61409,5222038",1878
[DIVADM].[SHAPE_LENG].&[6.14419299202E4],"61441,9299202",15704
[DIVADM].[SHAPE_LENG].&[6.16239961015E4],"61623,9961015",1067
[DIVADM].[SHAPE_LENG].&[6.18038153286E4],"61803,8153286",1417
[DIVADM].[SHAPE_LENG].&[6.20223233552E4],"62022,3233552",2681
[DIVADM].[SHAPE_LENG].&[6.20928093961E4],"62092,8093961",606
[DIVADM].[SHAPE_LENG].&[6.23217040717E4],"62321,7040717",1673
[DIVADM].[SHAPE_LENG].&[6.23255340199E4],"62325,5340199",2116
[DIVADM].[SHAPE_LENG].&[6.24151341109E4],"62415,1341109",7608
[DIVADM].[SHAPE_LENG].&[6.24360151987E4],"62436,0151987",5913
[DIVADM].[SHAPE_LENG].&[6.26268517169E4],"62626,8517169",766
[DIVADM].[SHAPE_LENG].&[6.27365770405E4],"62736,5770405",2439
[DIVADM].[SHAPE_LENG].&[6.27570242617E4],"62757,0242617",2658
[DIVADM].[SHAPE_LENG].&[6.2920067905E4],"62920,067905",4812
[DIVADM].[SHAPE_LENG].&[6.30628981128E4],"63062,8981128",11402
[DIVADM].[SHAPE_LENG].&[6.32074273199E4],"63207,4273199",9216
[DIVADM].[SHAPE_LENG].&[6.33680939971E4],"63368,0939971",9044
[DIVADM].[SHAPE_LENG].&[6.36247141211E4],"63624,7141211",1991
[DIVADM].[SHAPE_LENG].&[6.36334636215E4],"63633,4636215",1900
[DIVADM].[SHAPE_LENG].&[6.36657932185E4],"63665,7932185",8309
[DIVADM].[SHAPE_LENG].&[6.3930691873E4],"63930,691873",301
[DIVADM].[SHAPE_LENG].&[6.40589057176E4],"64058,9057176",1846
[DIVADM].[SHAPE_LENG].&[6.40742549672E4],"64074,2549672",1683
[DIVADM].[SHAPE_LENG].&[6.41088535605E4],"64108,8535605",572
[DIVADM].[SHAPE_LENG].&[6.42887898795E4],"64288,7898795",15421
[DIVADM].[SHAPE_LENG].&[6.42964262765E4],"64296,4262765",1772
[DIVADM].[SHAPE_LENG].&[6.45676821858E4],"64567,6821858",38
[DIVADM].[SHAPE_LENG].&[6.46683047301E4],"64668,3047301",5301
[DIVADM].[SHAPE_LENG].&[6.47903183975E4],"64790,3183975",2673
[DIVADM].[SHAPE_LENG].&[6.49668337212E4],"64966,8337212",6149
[DIVADM].[SHAPE_LENG].&[6.50157071951E4],"65015,7071951",12172
[DIVADM].[SHAPE_LENG].&[6.50566167188E4],"65056,6167188",587
[DIVADM].[SHAPE_LENG].&[6.51215832789E4],"65121,5832789",27801
[DIVADM].[SHAPE_LENG].&[6.51636243678E4],"65163,6243678",6922
[DIVADM].[SHAPE_LENG].&[6.51673328263E4],"65167,3328263",2402
[DIVADM].[SHAPE_LENG].&[6.51923169884E4],"65192,3169884",4555
[DIVADM].[SHAPE_LENG].&[6.52368562177E4],"65236,8562177",3227
[DIVADM].[SHAPE_LENG].&[6.53483390846E4],"65348,3390846",4831
[DIVADM].[SHAPE_LENG].&[6.53810577706E4],"65381,0577706",2838
[DIVADM].[SHAPE_LENG].&[6.54778526891E4],"65477,8526891",15567
[DIVADM].[SHAPE_LENG].&[6.55439761661E4],"65543,9761661",15500
[DIVADM].[SHAPE_LENG].&[6.55575189106E4],"65557,5189106",409
[DIVADM].[SHAPE_LENG].&[6.55949256544E4],"65594,9256544",21885
[DIVADM].[SHAPE_LENG].&[6.56412972394E4],"65641,2972394",3992
[DIVADM].[SHAPE_LENG].&[6.56573852916E4],"65657,3852916",6485
[DIVADM].[SHAPE_LENG].&[6.56680924599E4],"65668,0924599",627
[DIVADM].[SHAPE_LENG].&[6.57032654293E4],"65703,2654293",3069
[DIVADM].[SHAPE_LENG].&[6.58144294365E4],"65814,4294365",1520
[DIVADM].[SHAPE_LENG].&[6.59004533446E4],"65900,4533446",11717
[DIVADM].[SHAPE_LENG].&[6.59481081151E4],"65948,1081151",772
[DIVADM].[SHAPE_LENG].&[6.59596870199E4],"65959,6870199",17448
[DIVADM].[SHAPE_LENG].&[6.59947948158E4],"65994,7948158",15774
[DIVADM].[SHAPE_LENG].&[6.61237556107E4],"66123,7556107",425
[DIVADM].[SHAPE_LENG].&[6.61295165247E4],"66129,5165247",20018
[DIVADM].[SHAPE_LENG].&[6.62344208966E4],"66234,4208966",25210
[DIVADM].[SHAPE_LENG].&[6.62666366841E4],"66266,6366841",4678
[DIVADM].[SHAPE_LENG].&[6.62757048199E4],"66275,7048199",1808
[DIVADM].[SHAPE_LENG].&[6.63262157167E4],"66326,2157167",6562
[DIVADM].[SHAPE_LENG].&[6.63949524965E4],"66394,9524965",7803
[DIVADM].[SHAPE_LENG].&[6.63993045154E4],"66399,3045154",2136
[DIVADM].[SHAPE_LENG].&[6.64362021107E4],"66436,2021107",11951
[DIVADM].[SHAPE_LENG].&[6.64963137479E4],"66496,3137479",10923
[DIVADM].[SHAPE_LENG].&[6.66313884128E4],"66631,3884128",178
[DIVADM].[SHAPE_LENG].&[6.68764016613E4],"66876,4016613",651
[DIVADM].[SHAPE_LENG].&[6.6959600941E4],"66959,600941",7128
[DIVADM].[SHAPE_LENG].&[6.69762140021E4],"66976,2140021",1597
[DIVADM].[SHAPE_LENG].&[6.70786862103E4],"67078,6862103",541
[DIVADM].[SHAPE_LENG].&[6.72186791553E4],"67218,6791553",579
[DIVADM].[SHAPE_LENG].&[6.72600103375E4],"67260,0103375",27013
[DIVADM].[SHAPE_LENG].&[6.74702490845E4],"67470,2490845",8029
[DIVADM].[SHAPE_LENG].&[6.75524863527E4],"67552,4863527",705
[DIVADM].[SHAPE_LENG].&[6.75537382552E4],"67553,7382552",1044
[DIVADM].[SHAPE_LENG].&[6.75809681636E4],"67580,9681636",551
[DIVADM].[SHAPE_LENG].&[6.76648515971E4],"67664,8515971",16004
[DIVADM].[SHAPE_LENG].&[6.77565221335E4],"67756,5221335",1488
[DIVADM].[SHAPE_LENG].&[6.77803180187E4],"67780,3180187",2944
[DIVADM].[SHAPE_LENG].&[6.78831831609E4],"67883,1831609",6228
[DIVADM].[SHAPE_LENG].&[6.79016272895E4],"67901,6272895",15340
